CourseNo	SNo	Slot	AdditionalSlot	CourseName	InstructorName	OldCredit	NewCredit	Prerequisite	Period	Maxoverallstrength	MinOtherBranchStrength	OfferedforBTechDD	ElectiveVacancy	ElectiveRegn	RoomNo	Coordinator	CCChairperson	AllocationType
EE5332	579	G		Mapping Signal Processing Algorithms to DSP Architectures	NITIN CHANDRACHOODAN	4	12	UG DSP required, Digital IC design recommended		30	10	Yes			ESB - 106	Y	Shanti Bhattacharya	ST
EE5333	580	E		Introduction to Physical Design Automation	S RAMPRASATH	4	12			25	10	Yes			ESB - 128	Y	Shanti Bhattacharya	ST
EE5340	581	E		Micro Electro Mechanical Systems	ANWESHA MUKHERJEE	3	9	COT		0	0	No			ESB - 129	Y	Shanti Bhattacharya	
EE5342	582	B		Compound Semiconductors - Properties and Applications	SAYAK DUTTA GUPTA	4	12	EE5313 (Semiconductor Device Modelling) for EE M.Tech, MS and Ph.D; EE 3001 (Solid State Devices) for EE B.Tech/DD and EE3301 (Introduction to Semiconductor Devices) for non-EE B.Tech/DD students		20	5	Yes			ESB - 129	Y	Shanti Bhattacharya	ST
EE5343	583	F		Solar Cell Device Physics and Materials Technology	DEBDUTTA RAY	4	12	Basics of semiconductor devices		20	5	Yes			ESB - 350	Y	Shanti Bhattacharya	ST
EE5351	584	F		Linear Algebra Techniques for data analysis and modelling	VINITA VASUDEVAN	3	9			20	0	Yes			ESB - 213B	Y	Shanti Bhattacharya	ST
EE5402	585	F		Industrial Internet-of-Things (IoT)	BOBY  GEORGE	4	12	EE3006, for B. Tech., BS and DD		40	2	Yes			ESB - 127	Y	Shanti Bhattacharya	ST
EE5410	586	F		Introduction to Digital Signal Processing	DAVID KOILPILLAI	4	12	EE1101 Signals and Systems or equivalent		30	10	Yes			ESB - 207B	Y	Shanti Bhattacharya	ST
EE5419	587	L		Advanced Control Laboratory	RAMKRISHNA PASUMARTHY	2	6	None		0	0	No			ESB -129	Y	Shanti Bhattacharya	
EE5502	588	E		Optical Engineering	SHANTI BHATTACHARYA	5	9	UG Electromagnetics course		0	0	No			ESB - 234	Y	Shanti Bhattacharya	
EE5504	589	B		Fiber Optic Communication Technology	ANIL PRABHAKAR	4	12	Undergraduate-level course in electro-magnetics or optics		25	10	Yes			ESB - 207B	Y	Shanti Bhattacharya	ST
EE5507	590	R		RF Systems Laboratory	SUDHARSANAN SRINIVASAN	2	6			0	0	No			0	Y	Shanti Bhattacharya	
EE5702	591	R		Power Laboratory	LAKSHMINARASAMMA N	2	6	CoT		0	0	No			PS LAB	N	Shanti Bhattacharya	
EE5702	592	R		Power Laboratory	SRIRAMA SRINIVAS	2	6	CoT		0	0	No			PS LAB	Y	Shanti Bhattacharya	
EE5702	593	R		Power Laboratory	MAHESH KUMAR	2	6	CoT		0	0	No			PS LAB	N	Shanti Bhattacharya	
EE5702	594	R		Power Laboratory	SARATHI  R	2	6	CoT		0	0	No			PS LAB	N	Shanti Bhattacharya	
EE5708	595	S		Data Analytics Laboratory	GAURAV RAINA	3	6	CH5019		70	10	Yes			ESB - 106	Y	Shanti Bhattacharya	ST
EE6000	596	WW		Seminar	SUDHARSANAN SRINIVASAN	1	3			0	0	No			0	Y	Shanti Bhattacharya	
EE6150	597	L		Stochastic Modeling and the Theory of Queues	Avishek	4	12			15	2	Yes			ESB - 128	Y	Shanti Bhattacharya	ST
EE6255	598	D		Power System Protection	SWARUP K S	3	9	EE3003 Electrical Power Systems		15	15	Yes			ESB - 213B	Y	Shanti Bhattacharya	ST
EE6262	599	F		Advanced Motor Control	SRIRAMA SRINIVAS	3	9	Power Electronic Control of Electrical Machines		10	10	Yes			ESB - 207A	Y	Shanti Bhattacharya	ST
EE6320	600	H		RF Integrated Circuits	ANIRUDDHAN S	4	12	EE5310 or EE3002		45	10	Yes			ESB - 242	Y	Shanti Bhattacharya	ST
EE6331	601	S		Embedded Memory Design	Janakiraman	4	12	EE5311		30	10	Yes			ESB - 127	Y	Shanti Bhattacharya	ST
EE6345	602	C		Advanced Memory Technology	Anbarasu Manivannan	3	9	EE5313 Semiconductor device modeling or equivalent desired		20	5	Yes			ESB - 213B	Y	Shanti Bhattacharya	ST
EE6346	603	A		Advanced CMOS Devices and Technology	DELEEP R NAIR	4	12	EE3001 or EE5313 is necessary. EE 5312 is desirable		20	5	Yes			ESB - 213B	Y	Shanti Bhattacharya	ST
EE6402	604	F		Biomedical Electronic Systems	MOHANASANKAR S	3	9			20	10	Yes			ESB - 129	Y	Shanti Bhattacharya	ST
EE6403	605	E		Transducers	JAGADEESH KUMAR V	4	12			0	0	No			ESB - 314 & NEW IE LAB	Y	Shanti Bhattacharya	
EE6408	606	B		Non-invasive Sensing & Signal Processing for Human Health	Jayaraj	4	12	Undergraduate level skills in electronics, analog circuits, signal processing in Matlab/Lab VIEW • Exposure to biomedical instrumentation / engineering (preferred)		10	0	Yes			ESB - 350	Y	Shanti Bhattacharya	ST
EE6412	607	H		Optimal Control	Rachel	4	12	EE3004 or equivalent,   COT		30	30	Yes			ESB - 127	Y	Shanti Bhattacharya	ST
EE6415	608	J		Nonlinear Systems Analysis	PUDURU VISWANADHA REDDY	4	12	Basic Course in Control		15	15	Yes			ESB - 128	Y	Shanti Bhattacharya	ST
EE6417	609	J		Incentive-Cenetred Design (Advanced Topics in Control)	BHARADWAJ SATCHIDANANDAN	3	9			25	25	Yes			ESB - 207B	Y	Shanti Bhattacharya	ST
EE6430	610	D		Fundamentals of  Linear Optimization	BHARATH BHIKKAJI	3	9	Linear Algebra		15	15	Yes			ESB -129	Y	Shanti Bhattacharya	ST
EE6431	611	D		Nonsmooth analysis in control and optimization	ARUNKUMAR D MAHINDRAKAR	3	9	Control Engineering or equivalent		15	10	Yes			ESB - 314	Y	Shanti Bhattacharya	ST
EE6500	612	F		Integrated Optoelectronics Devices and Circuits	BIJOY KRISHNA DAS	4	12			15	0	Yes			ESB - 314	Y	Shanti Bhattacharya	ST
EE6501	613	E		Optical Sensors	BALAJI SRINIVASAN	3	9			20	10	Yes			ESB - 207A	Y	Shanti Bhattacharya	ST
EE6502	614	ZZ		Optical Signal Processing and Quantum Communication	ANIL PRABHAKAR	3	9			10	10	Yes			ESB 207B	Y	Shanti Bhattacharya	ST
EE6904	615	UU		M.Tech Project 40	KAMALESH HATUA	40	40	No		150	0	Yes			0	Y	Shanti Bhattacharya	ST
EE6999	616	XX		Special Topics in Electrical Engineering	Uday	3	6			0	0	No			0	Y	Shanti Bhattacharya	
EE7500	617	M		Advanced Topics in RF and Photonics	Uday	3	9	COT		20	10	Yes			ESB - 242	Y	Shanti Bhattacharya	ST
EE7999	618	YY		Special Topics in Electrical Engineering	Uday	3	6			0	0	No			0	Y	Shanti Bhattacharya	
EP2210	619	B		Principles of Quantum Mechanics	PRANAY MAHESH PATIL	3	9			60	20	Yes			HSB 210	Y	Santhosh P N	SI
EP3100	620	D		Atomic & Molecular Spectroscopy	Vidya Praveen Bhallamudi	3	9	EP2210		30	20	Yes			HSB 317	Y	Santhosh P N	SI
EP3190	621	P	Q	Engineering Physics Lab II	RAGHUVEER GARANI RAMESH	2	4	None		55	0	Yes				N	Santhosh P N	SI
EP3190	622	P	Q	Engineering Physics Lab II	DAWOOD KOTHAWALA	2	4	None		55	0	Yes				Y	Santhosh P N	SI
EP3190	623	P	Q	Engineering Physics Lab II	Jayeeta Bhattacharyya	2	4	None		55	0	Yes				N	Santhosh P N	SI
EP3190	624	P	Q	Engineering Physics Lab II	PRAHALLAD PADHAN	2	4	None		55	0	Yes				N	Santhosh P N	SI
EP3190	625	P	Q	Engineering Physics Lab II	RAVICHANDRAN SHIVANNA	2	4	None		55	0	Yes				N	Santhosh P N	SI
EP3220	626	A		Solid State Physics	RAVICHANDRAN SHIVANNA	3	9			60	20	Yes			HSB 210	Y	Santhosh P N	SI
EP3291	627	T		Engineering Physics Lab IV	Prabhat	2	4			60	20	Yes				N	Santhosh P N	SI
EP3291	628	T		Engineering Physics Lab IV	ARAVIND G	2	4			60	20	Yes				Y	Santhosh P N	SI
EP3291	629	T		Engineering Physics Lab IV	SUBRAMANIAN V	2	4			60	20	Yes				N	Santhosh P N	SI
EP4040	630	WW		Seminar	SETHUPATHI K	1	3	NILL		0	0	No				Y	Santhosh P N	
EP4150	631	XX		Project	SETHUPATHI K	18	18	NULL		0	0	No				Y	Santhosh P N	
EP4170	632	UU		Project II	SANTHOSH PN	12	12			0	0	No				Y	Santhosh P N	
GN1101	633	T		Life Skills 1	SIVAKUMAR M S	0	0			580	0	Yes			SAC	Y	Sayan Gupta	SI
GN1101	634	S		Life Skills 1	SIVAKUMAR M S	0	0			580	0	Yes			SAC	Y	Sayan Gupta	SI
GN5002	635	GM		Discovering Creativity	SIVAKUMAR M S	3	9	-nil-		50	45	Yes			CRC305	Y	Sayan Gupta	SI
GN5004	636	N		Research Skills	PREETI AGHALAYAM	1	3			0	0	No				Y	Tarak Kumar Patra	
GN5005	637	MM		Nurturing Women’s Leadership Potential	SIVAKUMAR M S	3	9			40	40	Yes			NEWTON HALL	Y	Sayan Gupta	SI
GN5007	638	GW		Becoming an effective corporate leader through Indian Knowledge Systems	MAHESH PANCHAGNULA	9	9	NIL		100	100	Yes			CRC304	Y	Sayan Gupta	SI
GN6001	639	S		Integral Karmayoga	PARAG RAVINDRAN	3	9	Consent of Teacher (COT)		100	40	Yes			BSB368 (VSH)	Y	Soumendra Nath Kuiry	SI
GN6001	640	S		Integral Karmayoga	Srikanthan Sridharan	3	9	Consent of Teacher (COT)		100	40	Yes			BSB368 (VSH)	N	Soumendra Nath Kuiry	SI
GN6002	641	S		Lets Play to Learn	SIVAKUMAR M S	3	9			20	15	Yes			DCIF	Y	Sayan Gupta	SI
GN6106	642	GM		Happiness, Habits and Success	SIVAKUMAR M S	3	9			165	150	Yes			NEWTON HALL,CRC103,DCIF	Y	Sayan Gupta	SI
GN6106	643	GH		Happiness, Habits and Success	SIVAKUMAR M S	3	9			55	50	Yes			CRC304	Y	Sayan Gupta	SI
GN6106	644	Q		Happiness, Habits and Success	SIVAKUMAR M S	3	9			55	50	Yes			NEWTON HALL	Y	Sayan Gupta	SI
GN6106	645	GT		Happiness, Habits and Success	SIVAKUMAR M S	3	9			110	100	Yes			NEWTON HALL, CRC304	Y	Sayan Gupta	SI
GN6106	646	GW		Happiness, Habits and Success	SIVAKUMAR M S	3	9			250	250	Yes			CLT, NEWTON HALL	Y	Sayan Gupta	SI
GN6106	647	P		Happiness, Habits and Success	SIVAKUMAR M S	3	9			55	50	Yes			CRC305,NEWTON HALL	Y	Sayan Gupta	SI
GN6107	648	R		Cross Cultural Understanding	SIVAKUMAR M S	3	9	Nil		50	45	Yes			CRC305	Y	Sayan Gupta	SI
GN6109	649	S		Fostering Enriching Relationships	SIVAKUMAR M S	3	9			35	30	Yes			NEWTON HALL	Y	Sayan Gupta	SI
GN6120	650	P		Flow for Performance	SIVAKUMAR M S	3	9			100	90	Yes			CRC103	Y	Sayan Gupta	SI
GN6120	651	Q		Flow for Performance	SIVAKUMAR M S	3	9			100	90	Yes			CRC103	Y	Sayan Gupta	SI
GN6130	652	Q		Systems Thinking for Engineers (Cultivating Wisdom)	SIVAKUMAR M S	3	9	Nil		60	50	Yes			CRC305	Y	Sayan Gupta	SI
HS1020	653	B		Aspects of Western Philosophy	SATYA SUNDAR SETHY	4	10	NULL		65	30	Yes			HSB354	Y	John Bosco Lourdusamy	SI
HS1060	654	D		Ancient Civilizations	SANTHOSH ABRAHAM	3	9			65	30	Yes			CRC304	Y	John Bosco Lourdusamy	SI
HS1091	655	F		TAMIL FOR BEGINNERS	JAYALAKSHMI SAMPATH	9	9			65	30	Yes			HSB334	Y	John Bosco Lourdusamy	SI
HS1100	656	F		German II	MILIND BRAHME	3	9	HS1090		65	30	Yes			RJN102	Y	John Bosco Lourdusamy	SI
HS2021	657	ZZ		Feminism:Concepts and Theories	AYSHA IQBAL	4	10			0	0	No			HSB342	Y	John Bosco Lourdusamy	
HS2040	658	F		Indian National Movement	SANTHOSH ABRAHAM	3	9			65	30	Yes			RJN101	Y	John Bosco Lourdusamy	SI
HS2160	659	M		Indian Constitution:Text & Practice	SUDHIR CHELLA RAJAN	4	10			65	30	Yes			HSB352	Y	John Bosco Lourdusamy	SI
HS3002	660	D		Principles of Economics	SUBASH S	3	9			65	65	Yes			HSB334	Y	John Bosco Lourdusamy	SI
HS3002B	661	D		Principles of Economics	SANDEEP KUMAR KUJUR	3	9			65	65	Yes			TH	Y	John Bosco Lourdusamy	SI
HS3012	662	C		Urbanization and Development	THANGGOULEN KIPGEN	4	10			65	30	Yes			HSB354	Y	John Bosco Lourdusamy	SI
HS3013	663	F		Human Rights and Justice	TABRAZ  S S	4	10			65	30	Yes			RJN201	Y	John Bosco Lourdusamy	SI
HS3024	664	G		Research Methods and Programme Evaluation	RAJESH KUMAR	2	6			65	0	Yes			HSB354	Y	John Bosco Lourdusamy	SI
HS3050	665	Q		Professional Ethics	SREEKUMAR N	2	0	NULL		65	65	Yes			CLT	Y	John Bosco Lourdusamy	SI
HS3240	666	M		Shakespeare	HEMACHANDRAN KARAH	4	10			65	30	Yes			HSB334	Y	John Bosco Lourdusamy	SI
HS3410	667	D		Modern Science in India	JOHN BOSCO LOURDUSAMY	3	9			65	30	Yes			HSB355	Y	John Bosco Lourdusamy	SI
HS4022	668	C		Introduction to Cultural Studies	JYOTIRMAYA TRIPATHY	4	10			65	30	Yes			HSB336	Y	John Bosco Lourdusamy	SI
HS4290	669	B		Development Alternatives	KALPANA K	3	9			65	30	Yes			HSB336	Y	John Bosco Lourdusamy	SI
HS4850	670	F		Astronomy in India	ADITYA KOLACHANA	3	9			65	30	Yes			RJN301	Y	John Bosco Lourdusamy	SI
HS4860	671	D		Mathematics in India	ADITYA KOLACHANA	3	9			65	30	Yes			CRC305	Y	John Bosco Lourdusamy	SI
HS5005	672	ZZ		Celebrity Studies	AYSHA IQBAL	3	9	nil		0	0	No			HSB342	Y	John Bosco Lourdusamy	
HS5013	673	ZZ		Religion and Modernity	SANTHOSH R	4	12			0	0	No			HSB339B	Y	John Bosco Lourdusamy	
HS5060	674	A		Technology & Sustainable Development	RAJESH KUMAR	4	10			65	0	Yes			HSB334	Y	John Bosco Lourdusamy	SI
HS5062	675	F		An Introduction to Tirukkural	S P DHANAVEL	3	9	Nil		65	30	Yes			HSB354	Y	John Bosco Lourdusamy	SI
HS5110	676	D		Introduction to Carnatic Music	DEEPAK PARAMASHIVAN	3	9			65	65	Yes			KCB318	Y	John Bosco Lourdusamy	SI
HS5502	677	A		Climate Change, Technology and Sustainable Development	RAJESH KUMAR	4	10			65	65	Yes			HSB334	Y	John Bosco Lourdusamy	SI
HS5503	678	J		Development and Ethics	SREEKUMAR N	4	10			65	30	Yes			HSB352	Y	John Bosco Lourdusamy	SI
HS5504	679	H		State-Making, Governance and Development	SUDHIR CHELLA RAJAN	4	10			65	30	Yes			HSB334	Y	John Bosco Lourdusamy	SI
HS5507	680	B		International Relations: Theory and Practice	JOE THOMAS KARACKATTU	4	10			65	30	Yes			HSB352	Y	John Bosco Lourdusamy	SI
HS5561	681	R		Introduction to Cultural Anthropology	MATHANGI KRISHNAMURTHY	3	9			65	30	Yes			HSB352	Y	John Bosco Lourdusamy	SI
HS5606	682	H		Romantic Literature and Philosophy	SWARNALATHA R	4	10	none		65	0	Yes			HSB336	Y	John Bosco Lourdusamy	SI
HS5607	683	B		Victorian Realism	MERIN SIMI RAJ	10	10			65	30	Yes			HSB334	Y	John Bosco Lourdusamy	SI
HS5608	684	G		20th Century Modernisms	AYSHA IQBAL	4	10			65	30	Yes			HSB352	Y	John Bosco Lourdusamy	SI
HS5609	685	M		Indian Aesthetic Thought	SREENATH V S	3	10			65	30	Yes			HSB355	Y	John Bosco Lourdusamy	SI
HS5614	686	C		Media Culture and Society	Avishek Parui	3	10			65	30	Yes			HSB334	Y	John Bosco Lourdusamy	SI
HS5615	687	H		Poverty and Inequality	MURALEEDHARAN V R	3	10			65	30	Yes			HSB335	Y	John Bosco Lourdusamy	SI
HS5620	688	M		American Literature	UMASANKAR PATRA	4	10			65	30	Yes			HSB336	Y	John Bosco Lourdusamy	SI
HS5652	689	D		Language, Cognition and Computation	Anindita Sahoo	3	9	Nill		65	30	Yes			HSB354	Y	John Bosco Lourdusamy	SI
HS5656	690	K		Indian Writing in English	SREENATH V S	9	9			65	30	Yes			HSB335	Y	John Bosco Lourdusamy	SI
HS5662	691	D		Film Theory & Practice	AYSHA IQBAL	9	9			65	30	Yes			HSB352	Y	John Bosco Lourdusamy	SI
HS5679	692	F		Tarka Sangraha - Fundamentals of Indian Logic	DEEPAK PARAMASHIVAN	9	9	None		65	30	Yes			RJN302	Y	John Bosco Lourdusamy	SI
HS5706	693	G		Microeconomics 2	Anup Kumar Bhandari	4	10	Microeconomics 1		35	0	Yes			HSB336	Y	John Bosco Lourdusamy	SI
HS5707	694	B		Macroeconomics 2	PRAMOD KUMAR NAIK	4	10	Macroeconomics 1		35	0	Yes			HSB335	Y	John Bosco Lourdusamy	SI
HS5708	695	C		Econometrics 1	SABUJ KUMAR MANDAL	4	10	NA		35	30	Yes			HSB335	Y	John Bosco Lourdusamy	SI
HS5709	696	F		Indian Economy	SANDEEP KUMAR KUJUR	4	10	NA		35	35	Yes			HSB352	Y	John Bosco Lourdusamy	SI
HS5711	697	D		Ethics	SATYA SUNDAR SETHY	3	9			65	30	Yes			HSB336	Y	John Bosco Lourdusamy	SI
HS5712	698	H		Advanced Topics in Economic Development	KRISHNA MALAKAR	4	10			35	35	Yes			HSB354	Y	John Bosco Lourdusamy	SI
HS5759	699	H		Applied Industrial Organization	SUBASH S	3	9	NA		35	0	Yes			HSB352	Y	John Bosco Lourdusamy	SI
HS5812	700	A		Feminist Writing	MERIN SIMI RAJ	4	12			65	65	Yes			HSB352	Y	John Bosco Lourdusamy	SI
HS5813	701	B		Post Colonial & New Writings	UMASANKAR PATRA	4	12			65	30	Yes			HSB355	Y	John Bosco Lourdusamy	SI
HS5910	702	H		Contemporary India: A Sociological Perspective	SANTHOSH R	4	10			65	30	Yes			HSB354	Y	John Bosco Lourdusamy	SI
HS5930	703	G		War and Peace in West Asia	TABRAZ  S S	3	9			65	30	Yes			HSB335	Y	John Bosco Lourdusamy	SI
HS6021	704	ZZ		Introduction to Research	SANTHOSH R	2	0	NIL		65	30	Yes			HSB352	Y	John Bosco Lourdusamy	SI
HS6060	705	L		Disability, Literature, and Culture	HEMACHANDRAN KARAH	4	12			65	30	Yes			HSB334	Y	John Bosco Lourdusamy	SI
HS6140	706	D		Production Economics: Efficiency and Productivity Analysis	Anup Kumar Bhandari	4	12	Course #HS1050/#HS3002/ Consent of the Teacher (CO		35	35	Yes			HSB335	Y	John Bosco Lourdusamy	SI
HS6210	707	L		Financial Economics	PRAMOD KUMAR NAIK	3	9			35	0	Yes			HSB352	Y	John Bosco Lourdusamy	SI
HS6550	708	A		International Economics	RAJESH KUMAR	4	12			0	0	No			HSB335	Y	John Bosco Lourdusamy	
HS6730	709	J		Economics of Healthcare	RAJESH KUMAR	4	12			65	30	Yes			HSB334	Y	John Bosco Lourdusamy	SI
HS6750	710	H		Applied Linguistics	RAJESH KUMAR	4	10			65	65	Yes			HSB337	Y	John Bosco Lourdusamy	SI
HS7021	711	L		Infrastructure & Housing in Developing Countries: Emerging Challenges and Opportunities	RAJESH KUMAR	4	12	HS3012 Urbanization and Development/ COT		65	30	Yes			HSB354	Y	John Bosco Lourdusamy	SI
HS7550	712	ZZ		Critical Theory in the Social Sciences	MATHANGI KRISHNAMURTHY	3	9			0	0	No			HSB339	Y	John Bosco Lourdusamy	
HS7580	713	M		Science and Technology in the 20th Century	JOHN BOSCO LOURDUSAMY	3	9			35	0	Yes			HSB354	Y	John Bosco Lourdusamy	SI
ID1200	714	WW		Ecology and Environment	Rajnish Kumar	2	0			0	0	No				Y	Upendra Natarajan	
ID4100	715	UU		Creative Engineering Project	Jayaganthan	3	9	COT		0	0	No				Y	Tuhin Subhra Santra	
ID4200	716	UU		Creative Engineering Project II	Jayaganthan	6	18	COT		0	0	No				Y	Tuhin Subhra Santra	
ID4900	717	UU		Undergraduate Research Project	CHAKRAVARTHY BALAJI	3	9			250	20	Yes				Y	Chakravarthy Balaji	CG
ID4901	718	UU		Undergraduate Research Project (YRF)	Prabhat	3	9			0	0	No				Y	Santhosh P N	
ID4951	719	UU		B.Tech. Project	CHAKRAVARTHY BALAJI	9	27			250	20	Yes				Y	Chakravarthy Balaji	CG
ID5011	720	XX		A Hybrid Course on Water Quality – An approach to People’s Water Data	PRADEEP T	3	9	Interested in clean water, environment, sustainability		1000	1000	Yes				Y	Sekar G	SI
ID5030	721	L		Machine Learning for Engineering and Science Applications	PALANIAPPAN RAMU	4	10	Courses in Linear Algebra and Probability & Statistics Good knowledge of programming in Python/C/C++/Java/Matlab. Total no of students restricted to 60.		60	20	Yes			ED306	N	Tuhin Subhra Santra	SI
ID5030	722	L		Machine Learning for Engineering and Science Applications	Jayaganthan	4	10	Courses in Linear Algebra and Probability & Statistics Good knowledge of programming in Python/C/C++/Java/Matlab. Total no of students restricted to 60.		60	20	Yes			ED306	Y	Tuhin Subhra Santra	SI
ID5035	723	L		Climate Change and Society	SACHIN S GUNTHE	3	9	NA		50	20	Yes			CRC 201	Y	Soumendra Nath Kuiry	SI
ID5035	724	L		Climate Change and Society	KRISHNA MALAKAR	3	9	NA		50	20	Yes			CRC 201	N	Soumendra Nath Kuiry	SI
ID5040	725	G		Engineering Plasticity	PARAG RAVINDRAN	3	9	Nil		30	20	Yes			NAC 2 - 229	Y	Raju Sethuraman	CG
ID5060	726	GT		First Principles tools in Engineering	SIVAKUMAR M S	3	9			30	30	Yes			CRC305	Y	Sayan Gupta	SI
ID5070	727	G		Energy Economics	Santosh Kumar Sahu	3	9			35	30	Yes			HSB334	Y	John Bosco Lourdusamy	SI
ID5083	728	ZZ		IDDD QF project Phase 3	SAJI MATHEW	15	45			0	0	No				Y	Srinivasan G	
ID5101	729	MM		Innovative Entrepreneur - 1 Customer Discovery	SATYANARAYANAN S	3	9			60	0	Yes			CRC102	Y	Sayan Gupta	SI
ID5102	730	YY		The Innovative Entrepreneur 2: Launching your venture	SATYANARAYANAN S	3	9	ID5101 or COT		30	0	Yes			NIRMAAN	Y	Sayan Gupta	SI
ID5127	731	G		Introduction to Atmospheric and Climate Sciences	Anubhab Roy	3	10			70	50	Yes			CRC202	Y	Sayan Gupta	SI
ID5127	732	G		Introduction to Atmospheric and Climate Sciences	CHAKRAVARTHY BALAJI	3	10			70	50	Yes			CRC202	N	Sayan Gupta	SI
ID5127	733	G		Introduction to Atmospheric and Climate Sciences	SACHIN S GUNTHE	3	10			70	50	Yes			CRC202	N	Sayan Gupta	SI
ID5130	734	D		Parallel Scientific Computing	KAMESWARARAO ANUPINDI	3	10	Programming experience is expected in one of the languages.		60	20	Yes			RMN 302	Y	Raju Sethuraman	CG
ID5140	735	M		Academic communication: Intent, Style and Argument composition	DANNY RAJ M	3	9			25	0	Yes			DCIF	Y	Sayan Gupta	SI
ID5192	736	XX		Project III	Abhishek Misra	14	40			0	0	No				Y	Santhosh P N	
ID5200	737	GM		Introduction of Biomimicry	SIVAKUMAR M S	3	9	None		50	45	Yes			CRC304	Y	Sayan Gupta	SI
ID5201	738	G		Robotics Seminar	BIJO SEBASTIAN	1	1	Nil		0	0	No			ED109	Y	Tuhin Subhra Santra	
ID5392	739	XX		Project III	PRASAD PATNAIK B S V	14	40			0	0	No				N	Sayan Gupta	
ID5392	740	XX		Project III	SAYAN GUPTA	14	40			0	0	No				Y	Sayan Gupta	
ID5690	741	UU		Project I	BIJO SEBASTIAN	20	20			0	0	No				Y	Tuhin Subhra Santra	
ID5692	742	UU		Project III	Nirav Patel	42	42			0	0	No				Y	Tuhin Subhra Santra	
ID5792	743	XX		Project III	Prabha Mandayam	40	40			0	0	No				Y	Santhosh P N	
ID5841	744	YY		Quantum Computing Lab	Prabha Mandayam	2	3	PH5840		20	15	Yes				Y	Santhosh P N	SI
ID5843	745	L		Experimental techniques for quantum computation and metrology	SIDDHARTH DATTATRAYA DHOMKAR	3	9			30	20	Yes			HSB 217	Y	Santhosh P N	SI
ID5892	746	XX		Project III	SAYAN GUPTA	40	40			0	0	No				Y	Sayan Gupta	
ID5990	747	UU		IDDD EV Project I	Srikanthan Sridharan	10	20			0	0	No				Y	Tuhin Subhra Santra	
ID5992	748	UU		IDDD EV Project III	Srikanthan Sridharan	15	35			0	0	No				Y	Tuhin Subhra Santra	
ID6020	749	S		Introduction of Research (Institute Module)	EDAMANA PRASAD	2	0			500	500	Yes			Terrace hall	N	Soumendra Nath Kuiry	SI
ID6020	750	S		Introduction of Research (Institute Module)	RAMAMURTHY K	2	0			500	500	Yes			Terrace hall	Y	Soumendra Nath Kuiry	SI
ID6023	751	J		Geometry & mechanics of materials	RAUSHAN SINGH	3	9	Introductory level courses in Solid Mechanics		15	10	Yes			MSB112	N	Sayan Gupta	SI
ID6023	752	J		Geometry & mechanics of materials	S GANGA PRASATH	3	9	Introductory level courses in Solid Mechanics		15	10	Yes			MSB112	Y	Sayan Gupta	SI
ID6060	753	G		Role of Microstructure in Materials Selection and Design	RAVIKUMAR N V	3	9	Nil		50	30	Yes			KCB 205	Y	Parasuraman Swaminathan	SI
ID6070	754	E		Mechanics of Viscoelastic Materials	PARAG RAVINDRAN	3	9	COT		50	25	Yes			RMN 102	Y	Raju Sethuraman	CG
ID6080	755	A		Impact Mechanics	PRASHANT RAWAT	3	9			40	10	Yes			CR1	Y	Murthy H S N	CG
ID6102	756	A		Principles and techniques of Transmission Electron Microscopy	SANKARAN S	3	9			0	0	No			KCB 134	Y	Parasuraman Swaminathan	
ID6106	757	K		Materials for energy storage and conversion	TIJU THOMAS	3	9	N/A		10	10	Yes			KCB 204	Y	Bhattacharya S S	SI
ID7020	758	G		Finite Elasticity	KRISHNAKANNAN	3	9	ID6010,ME6700		60	30	Yes			MDS 306	Y	Raju Sethuraman	CG
MA1101	759	B		Functions of Several Variables	ARINDAMA SINGH	4	10			0	0	No			CRC 201, CRC 202, CRC 203	N	Nandita Das Gupta	
MA1101	760	B		Functions of Several Variables	SOUMEN SARKAR	4	10			0	0	No			CRC 201, CRC 202, CRC 203	Y	Nandita Das Gupta	
MA1101	761	B		Functions of Several Variables	BIDHAN CHANDRA SARDAR	4	10			0	0	No			CRC 201, CRC 202, CRC 203	N	Nandita Das Gupta	
MA2020	762	A		Differential Equations	ARINDAMA SINGH	3	9	NULL		20	20	Yes			RJN 101, RJN 102, RJN 201	N	Satyajit Roy	SI
MA2020	763	A		Differential Equations	SANYASIRAJU Y V S S	3	9	NULL		20	20	Yes			RJN 101, RJN 102, RJN 201	N	Satyajit Roy	SI
MA2020	764	A		Differential Equations	SHRUTI DUBEY	3	9	NULL		20	20	Yes			RJN 101, RJN 102, RJN 201	Y	Satyajit Roy	SI
MA2040	765	A		Probability, Statistics and Stochastic Process	SUBHAJIT GHOSH	3	9	NULL		20	20	Yes			RJN 301, RJN 302, RJN 202	Y	Satyajit Roy	SI
MA2040	766	A		Probability, Statistics and Stochastic Process	KUNAL KRISHNA MUKHERJEE	3	9	NULL		20	20	Yes			RJN 301, RJN 302, RJN 202	N	Satyajit Roy	SI
MA2040	767	A		Probability, Statistics and Stochastic Process	ARINDAMA SINGH	3	9	NULL		20	20	Yes			RJN 301, RJN 302, RJN 202	N	Satyajit Roy	SI
MA2040	768	A		Probability, Statistics and Stochastic Process	SRINIVASA RAO MANAM	3	9	NULL		20	20	Yes			RJN 301, RJN 302, RJN 202	N	Satyajit Roy	SI
