SNo	Slot	AdditionalSlot	CourseNo	CourseName	InstructorName	OldCredit	NewCredit	Prerequisite	Period	Maxoverallstrength	MinOtherBranchStrength	OfferedforBTechDD	ElectiveVacancy	ElectiveRegn	RoomNo	Coordinator	CCChairperson	AllocationType
581	H 		EE5120	Applied Linear Algebra I for EE	VINITA VASUDEVAN	4	12			60	0	Yes			ESB 242, ESB 128	N	Shanti Bhattacharya	ST
582	H 		EE5120	Applied Linear Algebra I for EE	Uday	4	12			60	0	Yes			ESB 242, ESB 128	Y	Shanti Bhattacharya	ST
583	F 		EE5121	Convex Optimization	NAIR PRAVIN RAMACHANDRAN	4	12			45	25	Yes			ESB - 128	Y	Shanti Bhattacharya	ST
584	D 		EE5130	Digital Signal Processing	DAVID KOILPILLAI	4	12	Signals and Systems		30	15	Yes			ESB - 127	Y	Shanti Bhattacharya	ST
585	C 		EE5140	Digital Modulation and Coding	ARUN PACHAI KANNU	4	12	EE5110 Probability and Random Variables (can be taken concurrently)		0	0	No			ESB - 129	Y	Shanti Bhattacharya	
586	H 		EE5171	Deep Learning based Speech Processing	UMESH S	4	12	1. Knowledge of Machine Learning & Statistics 2. Signal Processing 3. Basic knowledge of Python programming 		30	15	Yes			ESB 213B	Y	Shanti Bhattacharya	ST
587	B 		EE5176	Computational Photography	KAUSHIK MITRA	4	12	EE5175 or instructor's consent		55	30	Yes			ESB - 128	Y	Shanti Bhattacharya	ST
588	K 		EE5180	Introduction to Machine Learning	SHEETAL KALYANI	4	12	EE3110 or equivalent AND basics of linear algebra (vector, matrix, norm, eigenvalue, SVD, etc.)		40	0	Yes			ESB 242	Y	Shanti Bhattacharya	ST
589	C 		EE5200	Power Converter Analysis and Design	KRISHNA VASUDEVAN	4	9	B.Tech/M.Tech./DD/M.S./PhD		20	5	Yes			ESB 350	Y	Shanti Bhattacharya	ST
590	G 		EE5201	Modelling and Analysis of Electric Machines	KAMALESH HATUA	3	9			20	10	Yes			ESB - 128	Y	Shanthi Pavan	ST
591	R 		EE5212	Digital Controller for power Applications	LAKSHMINARASAMMA N	4	9	Switched Mode Power Conversion		30	20	Yes			ESB 350	Y	Shanti Bhattacharya	ST
592	A 		EE5253	Computer Methods in Power Systems Analysis	SWARUP K S	3	9	EE3003 for B.Tech and Dual Degree students		30	20	Yes			ESB - 207 A	Y	Shanti Bhattacharya	ST
593	E 		EE5310	Analog Electronic circuits	RAVEESH RAMAKRISHNA MAGOD	4	12	None		0	0	No			ESB - 128	Y	Shanti Bhattacharya	
594	J 		EE5311	Digital IC Design	S RAMPRASATH	4	12			70	20	Yes			CRC - 103	Y	Shanti Bhattacharya	ST
595	B 		EE5312	VLSI Technology	NANDITA DAS GUPTA	4	12	EE3301		40	10	Yes			ESB - 242	Y	Shanti Bhattacharya	ST
596	B 		EE5312	VLSI Technology	ANWESHA MUKHERJEE	4	12	EE3301		40	10	Yes			ESB - 242	N	Shanti Bhattacharya	ST
597	A 		EE5313	Semiconductor Device Modelling	ANJAN CHAKRAVORTHY	4	12	None		0	0	No			ESB 129	Y	Shanti Bhattacharya	
598	M 		EE5326	Tools and Techniques for Integrated Circuit Design	NAGENDRA KRISHNAPURA	3	9	UG level Analog Circuits, Digital Circuits		25	5	Yes			ESB 234	Y	Shanti Bhattacharya	ST
599	C 		EE5341	MOS Device Modeling & Characterization	AMITAVA DAS GUPTA	4	12	COT for BTech students		60	10	Yes			ESB - 207A	Y	Shanti Bhattacharya	ST
600	F 		EE5346	Introduction to Plastic Electronics	SOUMYA DUTTA	3	9	EE3001		20	10	Yes			ESB - 207B	Y	Shanti Bhattacharya	ST
601	B 		EE5347	Quantum Photonics Devices and Technology	BIJOY KRISHNA DAS	3	9			20	10	Yes			ESB - 234	Y	Shanti Bhattacharya	ST
602	G 	Q	EE5400	Analog and Digital Circuits	BOBY  GEORGE	4	12			0	0	No			ESB - 129	Y	Shanti Bhattacharya	
603	E 	R	EE5401	Measurements and Instrumentation	Jayaraj	4	12			0	0	No			ESB 314	N	Shanti Bhattacharya	
604	E 	R	EE5401	Measurements and Instrumentation	MOHANASANKAR S	4	12			0	0	No			ESB 314	Y	Shanti Bhattacharya	
605	A 		EE5411	Synthesis of Control Systems	RAMKRISHNA PASUMARTHY	4	12	Control Engineering 		15	15	Yes			ESB - 207A	Y	Shanti Bhattacharya	ST
606	D 		EE5412	Mathematical Methods in System Engineering	BHARATH BHIKKAJI	4	12	None		0	0	No			ESB - 207 A	Y	Shanti Bhattacharya	
607	H 		EE5413	Linear Dynamical Systems	BHARADWAJ SATCHIDANANDAN	4	12	Control Engineering or equivalent		30	20	Yes			ESB - 207B	Y	Shanti Bhattacharya	ST
608	B 		EE5500	Introduction to Photonics	BALAJI SRINIVASAN	3	9			0	0	No			ESB 213B	Y	Shanti Bhattacharya	
609	S 		EE5501	Photonics Laboratory	SUDHARSANAN SRINIVASAN	2	6			0	0	No			Expo Lab	Y	Shanti Bhattacharya	
610	C 		EE5505	Wave Propagation in Communication	ANIL PRABHAKAR	4	9			10	5	Yes			ESB - 207B	Y	Shanti Bhattacharya	ST
611	XX		EE5508	Fiber Optic Communication Technology Lab	DEEPA VENKITESH	3	6			0	0	No			--	Y	Shanti Bhattacharya	
612	E 		EE6010	Smart Power Grids	SWARUP K S	3	9	EE 5122 Computer Methods in Power Sysems		20	5	Yes			ESB - 207B	Y	Shanti Bhattacharya	ST
613	H 		EE6180	Advanced Topics in Artificial Intelligence	V ARVIND RAMESHWAR	4	12			45	25	Yes			ESB 350	Y	Shanti Bhattacharya	ST
614	B 		EE6200	Power Electronic Control of Electric Machines	SRIRAMA SRINIVAS	4	9	POWER ELECTRONICS for BTech/DD students		10	5	Yes			ESB - 207 B	Y	Shanti Bhattacharya	ST
615	F 		EE6203	Power Electronic System Design	Arun Karuppaswamy	3	9	EE3203 or EE5200 or COT		20	10	Yes			ESB - 129	Y	Shanti Bhattacharya	ST
616	D 		EE6322	VLSI Broadband Communication Circuits	Saurabh Saxena	4	12	EE1101, EE3002		40	5	Yes			ESB 213B	Y	Shanti Bhattacharya	ST
617	J 		EE6323	Wireless System Design	GANTI RADHA KRISHNAN	3	9			50	10	Yes			NPTEL Studio	Y	Shanti Bhattacharya	ST
618	J 		EE6323	Wireless System Design	Uday	3	9			50	10	Yes			NPTEL Studio	N	Shanti Bhattacharya	ST
619	J 		EE6323	Wireless System Design	ANIRUDDHAN S	3	9			50	10	Yes			NPTEL Studio	N	Shanti Bhattacharya	ST
620	M 		EE6326	Integrated Circuit Design and Testing	NAGENDRA KRISHNAPURA	5	12	EE3002		0	0	No			ESB 234	Y	Shanti Bhattacharya	
621	D 		EE6347	Devices and technologies for AI and neuromorphic computing	Bhaswar Chakrabarti	3	9			20	10	Yes			ESB - 129	Y	Shanti Bhattacharya	ST
622	F 		EE6361	Advanced Topics in VLSI	ANIRUDDHAN S	3	9	Instructor consent		40	0	Yes			ESB 242	Y	Shanti Bhattacharya	ST
623	H 		EE6418	Game Theory with Engineering Applications	RAHUL HARISHCHANDRA MESHRAM	4	12			20	15	Yes			ESB - 129	Y	Shanti Bhattacharya	ST
624	J 		EE6434	Data Driven Control and Learning	PUDURU VISWANADHA REDDY	4	10	Linear algebra, basic understanding of control systems		20	15	Yes			ESB 128	Y	Shanti Bhattacharya	ST
625	RR		EE6902	M.Tech Project 20	PUDURU VISWANADHA REDDY	20	20	None		150	0	Yes			---	Y	Shanti Bhattacharya	ST
626	TT		EE6905	M.Tech project 45	PUDURU VISWANADHA REDDY	45	45	No		150	0	Yes			---	Y	Shanti Bhattacharya	ST
627	XX		EE6999	Special Topics in Electrical Engineering	SUDHARSANAN SRINIVASAN	3	6			0	0	No				Y	Shanti Bhattacharya	
628	YY		EE7999	Special Topics in Electrical Engineering	SUDHARSANAN SRINIVASAN	3	6			0	0	No				Y	Shanti Bhattacharya	
629	P 	Q	EP2090	Engineering Physics Lab I	AYANA GHOSH	4	4			0	0	No				N	Santhosh P N	
630	P 	Q	EP2090	Engineering Physics Lab I	Prabhat	4	4			0	0	No				N	Santhosh P N	
631	P 	Q	EP2090	Engineering Physics Lab I	PREM B BISHT	4	4			0	0	No				Y	Santhosh P N	
632	P 	Q	EP2090	Engineering Physics Lab I	SUNIL KUMAR P B	4	4			0	0	No				N	Santhosh P N	
633	E 		EP2100	Introduction to Engineering Optics	RAHUL VAIJANATH SAWANT	3	9	None		30	10	Yes			HSB 263	Y	Santhosh P N	SI
634	D 		EP2102	Classical Dynamics	Chandra Kant Mishra	4	9			0	0	No			HSB 210	Y	Santhosh P N	
635	B 		EP2110	Introduction to Mathematical Physics	SURESH GOVINDARAJAN	4	10			60	10	Yes			HSB 210	Y	Santhosh P N	SI
636	D 		EP3110	Electromagnetics and Applications	BASUDEV ROY	3	9	PH1020		0	0	No			HSB 263	Y	Santhosh P N	
637	B 		EP3120	Statistical Physics and   Applications	SUNIL KUMAR P B	3	9			0	0	No			HSB 263	Y	Santhosh P N	
638	B 		EP3200	Photonics	BALAJI SRINIVASAN	4	10	PH1020,EE2025		40	10	Yes			ESB 213B	Y	Shanti Bhattacharya	ST
639	A 		EP3220	Solid State Physics	Abhishek Misra	3	9			60	20	Yes			HSB 209	Y	Santhosh P N	SI
640	P 	Q	EP3290	Engg Physics Lab III	RAJESH SINGH	2	8			0	0	No				N	Santhosh P N	
641	P 	Q	EP3290	Engg Physics Lab III	MAHAVEER KUMAR JAIN	2	8			0	0	No				Y	Santhosh P N	
642	P 	Q	EP3290	Engg Physics Lab III	SHANTANU MUKHERJEE	2	8			0	0	No				N	Santhosh P N	
643	P 	Q	EP3290	Engg Physics Lab III	Abhishek Misra	2	8			0	0	No				N	Santhosh P N	
644	YY		EP4040	Seminar	RAVICHANDRAN SHIVANNA	1	3	NILL		0	0	No				Y	Ravichandran 	
645	UU		EP4140	Project	RAVICHANDRAN SHIVANNA	1	9	EP334		0	0	No				Y	Santhosh P N	
646	T 		GN1101	Life Skills 1	SIVAKUMAR M S	0	0			600	600	Yes			SAC	Y	Sayan Gupta	SI
647	S 		GN1101	Life Skills 1	SIVAKUMAR M S	0	0			600	600	Yes			SAC	Y	Sayan Gupta	SI
648	S 		GN5001	Self-awareness	PARAG RAVINDRAN	3	9	COT		50	0	Yes			VSH 368	N	Soumendra Nath Kuiry	SI
649	S 		GN5001	Self-awareness	Srikanthan Sridharan	3	9	COT		50	0	Yes			VSH 368	Y	Soumendra Nath Kuiry	SI
650	GM		GN5002	Discovering Creativity	SIVAKUMAR M S	3	9			50	45	Yes			CRC 305	Y	Sayan Gupta	SI
651	ZZ		GN5004	Research Skills 	PREETI AGHALAYAM	1	3			0	0	No				N	Rajnish Kumar	
652	ZZ		GN5004	Research Skills 	RAGHUNATHAN RENGASAMY	1	3			0	0	No				Y	Rajnish Kumar	
653	GW		GN5007	Becoming an effective corporate leader through Indian Knowledge Systems	P VISHWANATHAN	9	9	NIL		100	95	Yes			CRC 304	Y	Sayan Gupta	SI
654	GT		GN5007	Becoming an effective corporate leader through Indian Knowledge Systems	P VISHWANATHAN	9	9	NIL		100	95	Yes			CRC 304	Y	Sayan Gupta	SI
655	R 		GN5008	Leadership Lessons from Indian Knowledge Systems	SIVAKUMAR M S	3	9			100	95	Yes			CRC 304	Y	Sayan Gupta	SI
656	Q 		GN5009	Self-Mastery through Indian Tales	P VISHWANATHAN	3	9	Basic Sanskrit and regional language appreciation		40	35	Yes			CRC 304	N	Sayan Gupta	SI
657	Q 		GN5009	Self-Mastery through Indian Tales	SIVAKUMAR M S	3	9	Basic Sanskrit and regional language appreciation		40	35	Yes			CRC 304	Y	Sayan Gupta	SI
658	S 		GN6002	Lets Play to Learn	SIVAKUMAR M S	3	9			25	25	Yes			CRC 305	Y	Sayan Gupta	SI
659	GW		GN6101	Strategies for Professional growth - Getting ready for a corporate life	SIVAKUMAR M S	3	9			50	45	Yes			CRC 305	Y	Sayan Gupta	SI
660	R 		GN6106	Happiness, Habits and Success	SIVAKUMAR M S	3	9			50	50	Yes			DCIF	Y	Sayan Gupta	SI
661	GH		GN6106	Happiness, Habits and Success	SIVAKUMAR M S	3	9			110	110	Yes			NEWTON HALL, CRC 103	Y	Sayan Gupta	SI
662	S 		GN6106	Happiness, Habits and Success	SIVAKUMAR M S	3	9			50	50	Yes			NEWTON HALL	Y	Sayan Gupta	SI
663	MM		GN6106	Happiness, Habits and Success	SIVAKUMAR M S	3	9			50	50	Yes			NEWTON HALL	Y	Sayan Gupta	SI
664	GM		GN6106	Happiness, Habits and Success	SIVAKUMAR M S	3	9			85	85	Yes			NEWTON HALL,DCIF	Y	Sayan Gupta	SI
665	GW		GN6106	Happiness, Habits and Success	SIVAKUMAR M S	3	9			210	210	Yes			CLT	Y	Sayan Gupta	SI
666	GT		GN6106	Happiness, Habits and Success	SIVAKUMAR M S	3	9			110	110	Yes			NEWTON HALL, CRC 103	Y	Sayan Gupta	SI
667	P 		GN6106	Happiness, Habits and Success	SIVAKUMAR M S	3	9			50	50	Yes			CRC 304	Y	Sayan Gupta	SI
668	R 		GN6107	Cross Cultural Understanding	SIVAKUMAR M S	3	9			50	50	Yes			CRC 305	Y	Sayan Gupta	SI
669	Q 		GN6109	Fostering Enriching Relationships	SIVAKUMAR M S	3	9			30	28	Yes			NEWTON HALL	Y	Sayan Gupta	SI
670	P 		GN6109	Fostering Enriching Relationships	SIVAKUMAR M S	3	9			30	28	Yes			NEWTON HALL	Y	Sayan Gupta	SI
671	P 		GN6120	Flow for Performance	SIVAKUMAR M S	3	9			85	80	Yes			CRC 103	Y	Sayan Gupta	SI
672	Q 		GN6120	Flow for Performance	SIVAKUMAR M S	3	9			85	80	Yes			CRC 103	Y	Sayan Gupta	SI
673	Q 		GN6130	Systems Thinking for Engineers (Cultivating Wisdom)	SIVAKUMAR M S	3	9			50	45	Yes			CRC 	Y	Sayan Gupta	SI
674	D 		HS1020	Aspects of Western Philosophy	SREEKUMAR N	4	10	NULL		65	40	Yes			RJN 301	Y	John Bosco Lourdusamy	SI
675	D 		HS1090	German I	MILIND BRAHME	3	9			65	40	Yes			HSB 335	Y	John Bosco Lourdusamy	SI
676	F 		HS1090A	German I	MILIND BRAHME	3	9			65	40	Yes			HSB 335	Y	John Bosco Lourdusamy	SI
677	F 		HS1091	TAMIL FOR BEGINNERS	JAYALAKSHMI SAMPATH	9	9			65	40	Yes			HSB 334	Y	John Bosco Lourdusamy	SI
678	D 		HS2040	Indian National Movement	SANTHOSH ABRAHAM	3	9			65	40	Yes			HSB 352	Y	John Bosco Lourdusamy	SI
679	F 		HS2090	An Introduction to Detective Fiction	SREENATH V S	9	9	NONE		65	40	Yes			CRC 201	Y	John Bosco Lourdusamy	SI
680	D 		HS3002	Principles of Economics	SUBASH S	3	9			65	40	Yes			CRC 101	Y	John Bosco Lourdusamy	SI
681	F 		HS3002A	Principles of Economics	KRISHNA MALAKAR	3	9			65	40	Yes			RJN 202	Y	John Bosco Lourdusamy	SI
682	D 		HS3017	Introduction to Linguistics	Anindita Sahoo	3	9			65	40	Yes			HSB 334	Y	John Bosco Lourdusamy	SI
683	Q 		HS3050	Professional Ethics	SATYA SUNDAR SETHY	2	0	NULL		65	40	Yes			CLT	Y	John Bosco Lourdusamy	SI
684	D 		HS3410	Modern Science in India	JOHN BOSCO LOURDUSAMY	3	9			65	40	Yes			CRC 201	Y	John Bosco Lourdusamy	SI
685	D 		HS4860	Mathematics in India	ADITYA KOLACHANA	3	9			65	40	Yes			CRC 305	Y	John Bosco Lourdusamy	CG
686	D 		HS5003	Environmental Economics and Policy	KRISHNA MALAKAR	3	9			65	40	Yes			HSB 354	Y	John Bosco Lourdusamy	SI
687	F 		HS5011	Introduction to Journalism & Advertising 	JYOTIRMAYA TRIPATHY	4	12			65	40	Yes			CRC 203	Y	John Bosco Lourdusamy	SI
688	F 		HS5015	Culture and Society	MATHANGI KRISHNAMURTHY	4	10			65	40	Yes			HSB 352	Y	John Bosco Lourdusamy	SI
689	G 		HS5020	Gender and Development	BINITHA V THAMPI	4	12			65	30	Yes			HSB 352	Y	John Bosco Lourdusamy	SI
690	L 		HS5040	Built Environment and Society	SOLOMON J BENJAMIN	4	10			65	40	Yes			HSB 337	Y	John Bosco Lourdusamy	SI
691	F 		HS5090	Short Story Classic	A Divya	3	10			65	40	Yes			HSB 336	Y	John Bosco Lourdusamy	SI
692	J 		HS5104	Shakespearean Scene Study - Acting for Beginners	DEEPAK PARAMASHIVAN	4	10	NA		65	40	Yes			HSB 334	Y	John Bosco Lourdusamy	SI
693	H 		HS5125	Global Health and Policy	MURALEEDHARAN V R	4	10	NIL		65	40	Yes			HSB 335	Y	John Bosco Lourdusamy	SI
694	F 		HS5234	Public Administration and Governance	TABRAZ  S S	4	10			65	30	Yes			HSB 355	Y	John Bosco Lourdusamy	SI
695	F 		HS5290	Development Alternatives	KALPANA K	4	10			65	40	Yes			HSB 337	Y	John Bosco Lourdusamy	SI
696	C 		HS5501	Indian Social Structure and Development	THANGGOULEN KIPGEN	4	10			65	30	Yes			HSB 352	Y	John Bosco Lourdusamy	SI
697	B 		HS5505	Foundations of Social and Political Thought	SUDHIR CHELLA RAJAN	4	10			65	30	Yes			HSB 335	Y	John Bosco Lourdusamy	SI
698	J 		HS5506	Development: Theory and Practice	BINITHA V THAMPI	4	10			65	30	Yes			HSB 352	Y	John Bosco Lourdusamy	SI
699	J 		HS5508	Urbanization and Development	THANGGOULEN KIPGEN	4	10			65	40	Yes			HSB 352	Y	John Bosco Lourdusamy	SI
700	C 		HS5509	Globalization and Change	SANTHOSH R	4	10			65	30	Yes			HSB 354	Y	John Bosco Lourdusamy	SI
701	M 		HS5550	Research Methodology	MATHANGI KRISHNAMURTHY	3	10			0	0	No			HSB 352	Y	John Bosco Lourdusamy	
702	D 		HS5554	Gender in Indian Society	KALPANA K	3	10			65	40	Yes			HSB 337	Y	John Bosco Lourdusamy	SI
703	B 		HS5558	Human Rights and Justice	SONIKA GUPTA	4	10			65	40	Yes			HSB 352	Y	John Bosco Lourdusamy	SI
704	B 		HS5559	Indian Constitution - Text and Practice	SUDARSAN P	4	10			65	30	Yes			HSB 334	Y	John Bosco Lourdusamy	SI
705	A 		HS5601	Historicizing Literature	MERIN SIMI RAJ	4	10			65	30	Yes			HSB 335	Y	John Bosco Lourdusamy	SI
706	B 		HS5602	The Arc of the Renaissance 	S P DHANAVEL	4	10	Nil		65	30	Yes			HSB 354	Y	John Bosco Lourdusamy	SI
707	C 		HS5603	The Novel and Change	Avishek Parui	10	10			65	30	Yes			HSB 336	Y	John Bosco Lourdusamy	SI
708	H 		HS5604	Indian Classics in Context	HEMACHANDRAN KARAH	3	10			65	30	Yes			HSB 354	Y	John Bosco Lourdusamy	SI
709	J 		HS5605	LANGUAGE AND SOCIETY	RAJESH KUMAR	10	10	None		65	30	Yes			HSB 354	Y	John Bosco Lourdusamy	SI
710	M 		HS5649	Research Methods for Literary and Cultural Studies	S P DHANAVEL	3	10			65	30	Yes			HSB 354	Y	John Bosco Lourdusamy	SI
711	F 		HS5652	Language, Cognition and Computation	Anindita Sahoo	3	10	Nill		65	40	Yes			RJN 101	Y	John Bosco Lourdusamy	SI
712	J 		HS5653	Literatures of the Anthropocene	SWARNALATHA R	3	9	None		65	40	Yes			HSB 336	Y	John Bosco Lourdusamy	SI
713	E 		HS5656	Indian Writing in English	UMASANKAR PATRA	9	9			65	40	Yes			HSB 334	Y	John Bosco Lourdusamy	SI
714	F 		HS5657	Fashion Studies:  Literature, Cinema & Society	AYSHA IQBAL	3	9	Some familiarity with literature and cinema		65	40	Yes			HSB 354	Y	John Bosco Lourdusamy	SI
715	C 		HS5680	Contemporary Literary Theory	JYOTIRMAYA TRIPATHY	4	10			65	30	Yes			HSB 355	Y	John Bosco Lourdusamy	SI
716	A 		HS5701	Microeconomics 1	Anup Kumar Bhandari	4	10	Nil		40	15	Yes			HSB 336	Y	John Bosco Lourdusamy	SI
717	C 		HS5702	Macroeconomics 1	PRAMOD KUMAR NAIK	4	10	Nil		40	15	Yes			HSB 334	Y	John Bosco Lourdusamy	SI
718	G 		HS5703	Statistical Inference	Santosh Kumar Sahu	4	10	Nil		40	15	Yes			HSB 334	Y	John Bosco Lourdusamy	SI
719	H 		HS5704	History of Economic Thought	SANDEEP KUMAR KUJUR	4	10	NA		65	30	Yes			HSB 334	Y	John Bosco Lourdusamy	SI
720	B 		HS5705	Mathematical Economics	SABUJ KUMAR MANDAL	4	10	Nil		40	15	Yes			HS 355	Y	John Bosco Lourdusamy	SI
721	A 		HS5709	Indian Economy	SANDEEP KUMAR KUJUR	4	10	NA		65	30	Yes			HSB 334	Y	John Bosco Lourdusamy	SI
722	C 		HS5710	Econometrics 2	SABUJ KUMAR MANDAL	4	10	Econometrics 1		40	15	Yes			HSB 335	Y	John Bosco Lourdusamy	SI
723	G 		HS5711	Ethics	SUDARSAN P	3	10			65	30	Yes			HSB 335	Y	John Bosco Lourdusamy	SI
724	F 		HS5760	Climate Economics	Santosh Kumar Sahu	3	10	NA		65	40	Yes			RMN 202	Y	John Bosco Lourdusamy	SI
725	D 		HS5855	Memory, History and Literature 	Avishek Parui	4	10	Introductory courses on English Studies and Cultural Studies 		65	40	Yes			CRC 102	Y	John Bosco Lourdusamy	SI
726	H 		HS5910	Contemporary India: A Sociological Perspective	SANTHOSH R	4	10			65	40	Yes			HSB 352	Y	John Bosco Lourdusamy	SI
727	UU		HS5970	Project	RAJESH KUMAR	4	12			0	0	No			HSB	Y	John Bosco Lourdusamy	
728	M 		HS5986	Meditation and Conscious Living	DEEPAK PARAMASHIVAN	4	10	None		25	0	Yes			HSB 357	Y	John Bosco Lourdusamy	SI
729	H 		HS6160	The Literature of Environmental Justice	SWARNALATHA R	4	12	None		65	40	Yes			HSB 336	Y	John Bosco Lourdusamy	SI
730	D 		HS6560	Introduction to Contemporary Tibet	SONIKA GUPTA	4	10			65	40	Yes			HSB 336	Y	John Bosco Lourdusamy	SI
731	K 		HS7021	Infrastructure & Housing in Developing Countries: Emerging Challenges and Opportunities	SOLOMON J BENJAMIN	4	12	HS3012 Urbanization and Development/ COT		65	40	Yes			HSB 337	Y	John Bosco Lourdusamy	SI
732	D 		HS7200	Regional Indian Literatures in Translation	A Divya	4	12			65	40	Yes			HSB 355	Y	John Bosco Lourdusamy	SI
733	YY		ID1200	Ecology and Environment	Rajnish Kumar	2	0			0	0	No			CRC101, CRC102	Y	Aravind Kumar Chandiran	
734	GM		ID1301	Recreation Course-I	RAJESH KUMAR	1	2			65	0	Yes			SAC	Y	John Bosco Lourdusamy	SI
735	A1	AA	ID3100	First level Creative Engineering Project	SIVAKUMAR M S	4	12			25	25	Yes				Y	Sayan Gupta	SI
736	ZZ		ID4100	Creative Engineering Project	Nirav Patel	3	9	COT		0	0	No				Y	Tuhin Subhra Santra	
737	ZZ		ID4100	Creative Engineering Project	SIVAKUMAR M S	3	9	COT		20	20	Yes				Y	Sayan Gupta	SI
738	X 	XT	ID4100	Creative Engineering Project	SIVAKUMAR M S	3	9	COT		50	50	Yes				Y	Sayan Gupta	SI
739	UU		ID4900	Undergraduate Research Project	CHAKRAVARTHY BALAJI	3	9			100	10	Yes				Y	Chakravarthy Balaji	CG
740	N 		ID5005	Teaching Assistantship Orientation	EDAMANA PRASAD	1	0			0	0	No				Y	Sekar G	
741	XX		ID5011	A Hybrid Course on Water Quality – An approach to People’s Water Data	PRADEEP T	3	9	Interested in clean water, environment, sustainability 		0	0	No				Y	Sekar G	
742	GT		ID5060	First Principles tools in Engineering	SIVAKUMAR M S	3	9			30	25	Yes			CRC 305	Y	Sayan Gupta	CG
743	G 		ID5080	Complex Networks	DANNY RAJ M	4	12			30	30	Yes			CRC 204	Y	Sayan Gupta	SI
744	E 		ID5103	Introduction to Mathematical Finance	USHA MOHAN	9	9			0	0	No				Y	Srinivasan G	
745	XX		ID5191	Project II	Abhishek Misra	6	20			0	0	No				Y	Santhosh P N	
746	GM		ID5200	Introduction of Biomimicry	SIVAKUMAR M S	3	9	None		50	48	Yes			CRC 304	Y	Sayan Gupta	SI
747	UU		ID5390	Project I	PRASAD PATNAIK B S V	15	15			0	0	No				Y	Sayan Gupta	
748	UU		ID5391	Project II	PRASAD PATNAIK B S V	10	30			0	0	No				Y	Sayan Gupta	
749	E 		ID5500	Battery Technology	RAMANATHAN S	3	9			60	50	Yes			MSB235	Y	Rajnish Kumar	SI
750	XX		ID5500	Battery Technology	T PALANISELVAM	3	9			0	0	No				Y	Sekar G	
751	XX		ID5500	Battery Technology	RAMANATHAN S	3	9			0	0	No				N	Sekar G	
752	UU		ID5691	Project II	Nirav Patel	23	23			0	0	No				Y	Tuhin Subhra Santra	
753	ZZ		ID5790	Project I	Prabha Mandayam	25	25			0	0	No				Y	Santhosh P N	
754	XX		ID5791	Project II	Prabha Mandayam	20	20			0	0	No				Y	Santhosh P N	
755	UU		ID5890	Project I	SAYAN GUPTA	15	15			0	0	No				Y	Sayan Gupta	
756	UU		ID5891	Project II	SAYAN GUPTA	30	30			0	0	No				Y	Sayan Gupta	
757	UU		ID5991	IDDD EV Project II	Srikanthan Sridharan	10	30			0	0	No				Y	Tuhin Subhra Santra	
758	G 		ID6010	Constitutive Modelling in Continuum Mechanics	KRISHNAKANNAN	3	9	COT		55	10	Yes			MDS306	Y	Somashekhar S	CG
759	S 		ID6020	Introduction of Research (Institute Module)	EDAMANA PRASAD	2	0			0	0	No			Terrace Hall	N	Soumendra Nath Kuiry	
760	ZZ		ID6020	Introduction of Research (Institute Module)	EDAMANA PRASAD	2	0			0	0	No				Y	Sekar G	
761	S 		ID6020	Introduction of Research (Institute Module)	RAMAMURTHY K	2	0			0	0	No			Terrace Hall	Y	Soumendra Nath Kuiry	
762	G 		ID6040	Introduction to Robotics	KRISHNA VASUDEVAN	4	12			10	5	Yes			ED108	N	Tuhin Subhra Santra	SI
763	G 		ID6040	Introduction to Robotics	ASOKAN THONDIYATH	4	12			10	5	Yes			ED108	Y	Tuhin Subhra Santra	SI
764	S 		ID6100	Robotics Laboratory	ASOKAN THONDIYATH	3	5	Only for IDDD students		0	0	No			ED404	Y	Tuhin Subhra Santra	
765	S 		ID6100	Robotics Laboratory	BIJO SEBASTIAN	3	5	Only for IDDD students		0	0	No			ED404	N	Tuhin Subhra Santra	
766	M 		ID6102	Principles and techniques of Transmission Electron Microscopy	SANKARAN S	3	9			0	0	No			KCB 124	Y	Lakshman Neelakantan	
767	G 		ID6105	Computational Tools: Algorithms, Data Structures and Programs	KANNABIRAN SESHASAYANAN	3	9	Introduction to Computing or equivalent 		50	50	Yes			DCIF	Y	Sayan Gupta	SI
768	B 		MA1100	One Variable Calculus	Ramesh Kasilingam	4	10	NIL		5	5	Yes			KCB 505	Y	Arindama Singh	SI
769	B 		MA1101*	Calculus	NAVNATH DAUNDKAR	4	10			0	0	No			RMN101, RMN102, RMN201, RMN202, RJN101, RJN102, RJN201, RJN202, RJN301, RJN302	N	Nandita Das Gupta	
770	B 		MA1101*	Calculus	RADHA R	4	10			0	0	No			RMN101, RMN102, RMN201, RMN202, RJN101, RJN102, RJN201, RJN202, RJN301, RJN302	N	Nandita Das Gupta	
771	B 		MA1101*	Calculus	SURJIT KUMAR	4	10			0	0	No			RMN101, RMN102, RMN201, RMN202, RJN101, RJN102, RJN201, RJN202, RJN301, RJN302	N	Nandita Das Gupta	
772	B 		MA1101*	Calculus	KALPANA M	4	10			0	0	No			RMN101, RMN102, RMN201, RMN202, RJN101, RJN102, RJN201, RJN202, RJN301, RJN302	N	Nandita Das Gupta	
773	B 		MA1101*	Calculus	PONNUSAMY S	4	10			0	0	No			RMN101, RMN102, RMN201, RMN202, RJN101, RJN102, RJN201, RJN202, RJN301, RJN302	N	Nandita Das Gupta	
